signal,target,ic_1d,ic_5d,ic_20d,ic_20d_neutral_spy,ic_rolling_60d_mean,quintile_spread_20d,quintile_spread_20d_neutral,leakage_risk
flow_pressure_factor,SPY,0.018223283326800413,0.05185337712389365,-0.1323263984568752,-0.13155139156792503,0.0037299923379389916,-0.015087757309106277,-0.015427412712866271,LOW
flow_pressure_factor,QQQ,-0.016683889819335065,0.010348436958409262,-0.1319940066133921,-0.13145666850372004,-0.013306305623615977,-0.026550299521119616,-0.02824931067041781,LOW
flow_pressure_factor,IWM,-0.006031234916243647,-0.0793878930769046,-0.0950192890603472,-0.09240321025075776,0.003961117145334977,-0.01736533781581671,-0.015108068167439526,LOW
flow_pressure_factor,XLK,-0.03202081031963795,-0.017359044844141983,-0.11424634885643427,-0.11477852025351336,-0.005117162174678149,-0.03569331206500287,-0.038220520051716264,LOW
flow_pressure_factor,XLF,-0.026822774349524833,-0.0850477200424178,-0.08597754202259575,-0.08268634610085422,-0.05548931942374566,-0.00798193585934262,-0.005924071531625812,LOW
flow_pressure_factor,XLE,0.10949209666842799,0.24678177132130125,0.1368627721135299,0.143820611738771,0.12806671886971974,0.01545820206046675,0.016626979594408432,LOW
sentiment_fear_greed_proxy,SPY,-0.0671200023982493,-0.08203223767383061,-0.04442018445510588,-0.046034733537851515,0.025745562141065676,-0.021320856951158946,-0.023153330285164673,LOW
sentiment_fear_greed_proxy,QQQ,-0.08280355340601363,-0.12792246101980617,-0.04463787646626259,-0.045047344772962135,-0.012757038838971101,-0.035837774647718645,-0.03777403263527836,LOW
sentiment_fear_greed_proxy,IWM,0.008141057028369293,0.054045512010113796,-0.012265260307166018,-0.014190797977278395,0.14936746594436648,-0.015909352882508818,-0.01906520169913413,LOW
sentiment_fear_greed_proxy,XLK,-0.07704375805661869,-0.11987252423093132,-0.07432951184510177,-0.07348077215874671,-0.029542790583845062,-0.051497654896292086,-0.05431191859726263,LOW
sentiment_fear_greed_proxy,XLF,-0.039594605836392134,-0.050720606826801524,-0.21093513620328283,-0.2162621115477189,-0.16019313679848526,-0.032728988007388396,-0.03683280396344907,LOW
sentiment_fear_greed_proxy,XLE,9.992715310543608e-06,-0.01515170670037927,0.14745847816438984,0.14613548088230052,0.30471893406741024,0.03842037576468106,0.0434072081780653,LOW
sentiment_news_placeholder,SPY,,,,,,,,HIGH
sentiment_news_placeholder,QQQ,,,,,,,,HIGH
sentiment_news_placeholder,IWM,,,,,,,,HIGH
sentiment_news_placeholder,XLK,,,,,,,,HIGH
sentiment_news_placeholder,XLF,,,,,,,,HIGH
sentiment_news_placeholder,XLE,,,,,,,,HIGH
sentiment_social_placeholder,SPY,,,,,,,,HIGH
sentiment_social_placeholder,QQQ,,,,,,,,HIGH
