Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-05-12,574.8797762427796,576.3924646775216,570.4999916854949,576.382568359375,78993600,0.0,0.0,0.0
2025-05-13,576.7977862928067,582.403567726764,576.2342995973956,580.18896484375,67947200,0.0,0.0,0.0
2025-05-14,581.1478975288738,582.3046201283636,578.9036058641954,580.930419921875,66283500,0.0,0.0,0.0
2025-05-15,578.9234551699535,584.2721134769878,578.4686469334371,583.7679443359375,71268100,0.0,0.0,0.0
2025-05-16,584.5489982766968,587.7621640177526,582.6013544692614,587.465576171875,76052100,0.0,0.0,0.0
2025-05-19,581.4347167753893,588.7903975982244,581.4347167753893,588.1082153320312,68168500,0.0,0.0,0.0
2025-05-20,586.3681289429425,587.317209981726,582.917632829089,586.1307983398438,60614500,0.0,0.0,0.0
2025-05-21,581.7708648204313,585.8639582409971,575.2258980125081,576.2540893554688,95197700,0.0,0.0,0.0
2025-05-22,576.0563267018498,579.971467292194,574.8204937262445,576.4815063476562,70860400,0.0,0.0,0.0
2025-05-23,569.4520392436427,575.2159811048424,569.0763411937487,572.5465698242188,76029000,0.0,0.0,0.0
